,TransactionType,Channel,CustomerAge,CustomerOccupation,AccountBalance,CustomerAge_bin,AccountBalance_bin,TransactionAmount_bin,cluster
1848,Debit,ATM,20.0,Student,662.51,1.0,1.0,1.0,1
1849,Credit,Online,23.0,Student,342.73,1.0,1.0,1.0,1
1850,Credit,ATM,47.0,Engineer,7764.159999999999,2.0,2.0,2.0,3
1851,Debit,ATM,29.0,Engineer,9834.0,1.0,1.0,1.0,0
1852,Debit,ATM,44.0,Doctor,268.77,2.0,2.0,2.0,0
1853,Debit,ATM,30.0,Engineer,5397.68,1.0,1.0,1.0,0
1854,Debit,ATM,53.0,Retired,7659.500000000001,3.0,3.0,3.0,2
1855,Debit,Online,28.0,Student,1926.0799999999997,1.0,1.0,1.0,1
1856,Debit,Online,68.0,Doctor,6911.62,4.0,4.0,4.0,2
1857,Debit,Online,36.0,Engineer,7527.040000000001,2.0,2.0,2.0,0
1858,Credit,Online,43.0,Doctor,12071.1,2.0,2.0,2.0,3
1859,Credit,Online,72.0,Retired,1425.47,4.0,4.0,4.0,3
1860,Credit,ATM,23.0,Student,1598.63,1.0,1.0,1.0,1
1861,Debit,Branch,60.0,Doctor,11726.47,3.0,3.0,3.0,2
1862,Debit,Online,28.0,Student,9189.76,1.0,1.0,1.0,1
1863,Credit,Online,78.0,Retired,4895.87,4.0,4.0,4.0,3
1864,Debit,Branch,21.0,Student,6178.77,1.0,1.0,1.0,1
1865,Debit,Online,67.0,Retired,7167.57,4.0,4.0,4.0,2
1866,Credit,Online,56.0,Retired,4704.91,3.0,3.0,3.0,3
1867,Credit,Branch,67.0,Retired,1267.72,4.0,4.0,4.0,3
1868,Credit,Online,59.0,Engineer,5790.55,3.0,3.0,3.0,3
1869,Debit,Branch,60.0,Engineer,5729.1,3.0,3.0,3.0,2
1870,Credit,Branch,34.0,Engineer,7379.38,2.0,2.0,2.0,3
1871,Debit,Online,25.0,Student,1478.41,1.0,1.0,1.0,1
1872,Debit,Online,28.0,Student,824.7099999999999,1.0,1.0,1.0,1
1873,Debit,ATM,27.0,Student,1024.42,1.0,1.0,1.0,1
1874,Debit,ATM,51.0,Doctor,14453.35,3.0,3.0,3.0,2
1875,Debit,ATM,42.0,Doctor,5374.54,2.0,2.0,2.0,0
1876,Credit,Branch,59.0,Engineer,9148.08,3.0,3.0,3.0,3
1877,Debit,ATM,59.0,Engineer,2757.23,3.0,3.0,3.0,2
1878,Debit,ATM,41.0,Engineer,2523.83,2.0,2.0,2.0,0
1879,Debit,Branch,67.0,Retired,1498.79,4.0,4.0,4.0,2
1880,Debit,Online,29.0,Doctor,1305.56,1.0,1.0,1.0,0
1881,Debit,ATM,25.0,Student,1910.9000000000003,1.0,1.0,1.0,1
1882,Debit,Online,25.0,Student,423.64,1.0,1.0,1.0,1
1883,Debit,Branch,64.0,Retired,7606.63,3.0,3.0,3.0,2
1884,Debit,Branch,31.0,Doctor,842.5599999999998,1.0,1.0,1.0,0
1885,Debit,ATM,28.0,Student,709.4199999999998,1.0,1.0,1.0,1
1886,Debit,ATM,27.0,Student,1358.37,1.0,1.0,1.0,1
1887,Credit,Branch,75.0,Retired,7258.33,4.0,4.0,4.0,3
1888,Debit,ATM,69.0,Retired,4980.26,4.0,4.0,4.0,2
1889,Credit,Branch,55.0,Retired,1623.5,3.0,3.0,3.0,3
1890,Debit,ATM,26.0,Engineer,4401.78,1.0,1.0,1.0,0
1891,Debit,Online,48.0,Engineer,2051.37,2.0,2.0,2.0,0
1892,Debit,Branch,64.0,Doctor,13374.89,3.0,3.0,3.0,2
1893,Debit,Branch,22.0,Student,3363.23,1.0,1.0,1.0,1
1894,Debit,Branch,60.0,Doctor,13521.76,3.0,3.0,3.0,2
1895,Debit,ATM,57.0,Retired,6109.86,3.0,3.0,3.0,2
1896,Debit,Branch,37.0,Engineer,9975.79,2.0,2.0,2.0,0
1897,Debit,Branch,41.0,Doctor,13856.18,2.0,2.0,2.0,0
1898,Credit,Online,33.0,Engineer,9905.23,1.0,1.0,1.0,0
1899,Debit,ATM,28.0,Student,1547.71,1.0,1.0,1.0,1
1900,Debit,Online,79.0,Retired,7153.72,4.0,4.0,4.0,2
1901,Debit,Branch,54.0,Retired,3101.54,3.0,3.0,3.0,2
1902,Debit,ATM,57.0,Retired,7142.53,3.0,3.0,3.0,2
1903,Debit,Online,28.0,Student,580.66,1.0,1.0,1.0,1
1904,Credit,Branch,18.0,Student,6149.81,1.0,1.0,1.0,1
1905,Debit,Branch,56.0,Engineer,5698.25,3.0,3.0,3.0,2
1906,Debit,Online,39.0,Doctor,9562.41,2.0,2.0,2.0,0
1907,Debit,Online,22.0,Student,187.65,1.0,1.0,1.0,1
1908,Credit,Online,26.0,Engineer,8520.08,1.0,1.0,1.0,0
1909,Debit,ATM,27.0,Student,1435.72,1.0,1.0,1.0,1
1910,Debit,ATM,20.0,Student,825.69,1.0,1.0,1.0,1
1911,Debit,ATM,68.0,Doctor,5803.89,4.0,4.0,4.0,2
1912,Debit,Online,50.0,Engineer,5374.69,3.0,3.0,3.0,2
1913,Credit,Online,31.0,Doctor,6852.16,1.0,1.0,1.0,0
1914,Debit,Branch,23.0,Student,1570.22,1.0,1.0,1.0,1
1915,Debit,Online,18.0,Student,730.6,1.0,1.0,1.0,1
1916,Credit,Online,24.0,Student,3900.3399999999997,1.0,1.0,1.0,1
1917,Debit,Online,63.0,Retired,4891.56,3.0,3.0,3.0,2
1918,Debit,ATM,64.0,Doctor,7682.0,3.0,3.0,3.0,2
1919,Debit,Branch,57.0,Retired,6100.98,3.0,3.0,3.0,2
1920,Debit,Online,55.0,Doctor,1562.9,3.0,3.0,3.0,2
1921,Debit,Branch,57.0,Doctor,13732.81,3.0,3.0,3.0,2
1922,Credit,Branch,60.0,Retired,5790.7,3.0,3.0,3.0,3
1923,Debit,Online,39.0,Engineer,1447.35,2.0,2.0,2.0,0
1924,Debit,ATM,64.0,Doctor,207.1,3.0,3.0,3.0,2
1925,Debit,Branch,57.0,Engineer,3077.2,3.0,3.0,3.0,2
1926,Debit,Branch,25.0,Student,1983.0,1.0,1.0,1.0,1
1927,Credit,Online,46.0,Engineer,3052.47,2.0,2.0,2.0,3
1928,Debit,Branch,27.0,Engineer,8564.46,1.0,1.0,1.0,0
1929,Credit,Online,59.0,Retired,7950.74,3.0,3.0,3.0,3
1930,Credit,Branch,21.0,Student,1699.81,1.0,1.0,1.0,1
1931,Credit,Branch,23.0,Student,287.46,1.0,1.0,1.0,1
1932,Debit,Online,23.0,Student,1154.48,1.0,1.0,1.0,1
1933,Debit,Branch,23.0,Student,4076.4799999999996,1.0,1.0,1.0,1
1934,Debit,ATM,68.0,Doctor,10628.59,4.0,4.0,4.0,2
1935,Debit,ATM,47.0,Engineer,7801.32,2.0,2.0,2.0,0
1936,Debit,Online,33.0,Engineer,922.9599999999999,1.0,1.0,1.0,0
1937,Debit,Online,18.0,Student,1671.86,1.0,1.0,1.0,1
1938,Debit,Branch,75.0,Retired,5670.82,4.0,4.0,4.0,2
1939,Credit,ATM,58.0,Retired,6020.85,3.0,3.0,3.0,3
1940,Debit,Online,46.0,Engineer,3956.6899999999996,2.0,2.0,2.0,0
1941,Credit,Branch,62.0,Doctor,13869.86,3.0,3.0,3.0,3
1942,Debit,ATM,43.0,Engineer,4159.52,2.0,2.0,2.0,0
1943,Debit,Online,19.0,Student,1084.65,1.0,1.0,1.0,1
1944,Debit,Branch,32.0,Doctor,9794.26,1.0,1.0,1.0,0
1945,Debit,Branch,78.0,Retired,5123.24,4.0,4.0,4.0,2
1946,Debit,Branch,39.0,Engineer,1381.28,2.0,2.0,2.0,0
1947,Debit,ATM,66.0,Doctor,11619.1,4.0,4.0,4.0,2
1948,Debit,ATM,31.0,Engineer,9077.62,1.0,1.0,1.0,0
1949,Debit,Branch,22.0,Student,1824.19,1.0,1.0,1.0,1
1950,Credit,Online,71.0,Retired,4159.33,4.0,4.0,4.0,3
1951,Debit,Online,50.0,Doctor,14352.33,3.0,3.0,3.0,2
1952,Debit,Online,64.0,Retired,2156.54,3.0,3.0,3.0,2
1953,Debit,Branch,51.0,Engineer,8361.7,3.0,3.0,3.0,2
1954,Debit,Online,27.0,Engineer,5424.6,1.0,1.0,1.0,0
1955,Debit,Online,52.0,Doctor,11263.89,3.0,3.0,3.0,2
1956,Credit,Online,48.0,Doctor,12467.31,2.0,2.0,2.0,3
1957,Debit,Branch,26.0,Engineer,2531.24,1.0,1.0,1.0,0
1958,Credit,Branch,48.0,Engineer,6242.03,2.0,2.0,2.0,3
1959,Debit,Branch,39.0,Doctor,13586.06,2.0,2.0,2.0,0
1960,Credit,ATM,48.0,Engineer,7447.099999999999,2.0,2.0,2.0,3
1961,Debit,Branch,25.0,Student,1419.31,1.0,1.0,1.0,1
1962,Debit,Branch,58.0,Retired,6142.54,3.0,3.0,3.0,2
1963,Debit,Online,20.0,Student,416.37,1.0,1.0,1.0,1
1964,Credit,Branch,53.0,Retired,6313.22,3.0,3.0,3.0,3
1965,Debit,Online,60.0,Engineer,8092.9400000000005,3.0,3.0,3.0,2
1966,Debit,Branch,31.0,Engineer,6229.13,1.0,1.0,1.0,0
1967,Debit,Online,30.0,Engineer,8741.51,1.0,1.0,1.0,0
1968,Debit,ATM,32.0,Doctor,7473.73,1.0,1.0,1.0,0
1969,Credit,Branch,29.0,Engineer,2366.3,1.0,1.0,1.0,1
1970,Debit,Branch,51.0,Retired,3051.29,3.0,3.0,3.0,2
1971,Debit,ATM,44.0,Doctor,6987.4,2.0,2.0,2.0,0
1972,Credit,ATM,65.0,Doctor,7370.41,4.0,4.0,4.0,3
1973,Debit,ATM,68.0,Retired,5010.31,4.0,4.0,4.0,2
1974,Debit,Branch,59.0,Retired,6760.22,3.0,3.0,3.0,2
1975,Debit,ATM,52.0,Doctor,9817.05,3.0,3.0,3.0,2
1976,Credit,Branch,52.0,Retired,4389.96,3.0,3.0,3.0,3
1977,Credit,Branch,73.0,Retired,6768.14,4.0,4.0,4.0,3
1978,Debit,ATM,51.0,Retired,1504.64,3.0,3.0,3.0,2
1979,Debit,Online,63.0,Retired,6486.18,3.0,3.0,3.0,2
1980,Credit,Online,25.0,Student,835.5299999999999,1.0,1.0,1.0,1
1981,Debit,Branch,41.0,Engineer,8576.65,2.0,2.0,2.0,0
1982,Debit,Online,22.0,Student,1593.03,1.0,1.0,1.0,1
1983,Debit,ATM,74.0,Retired,3872.5500000000006,4.0,4.0,4.0,2
1984,Debit,ATM,40.0,Doctor,9129.68,2.0,2.0,2.0,0
1985,Debit,Branch,49.0,Engineer,2227.49,2.0,2.0,2.0,0
1986,Debit,Online,57.0,Retired,2619.46,3.0,3.0,3.0,2
1987,Debit,ATM,23.0,Student,213.0,1.0,1.0,1.0,1
1988,Debit,ATM,21.0,Student,8457.09,1.0,1.0,1.0,1
1989,Debit,ATM,80.0,Retired,6290.62,4.0,4.0,4.0,2
1990,Credit,Branch,51.0,Engineer,9522.37,3.0,3.0,3.0,3
1991,Debit,ATM,61.0,Doctor,11795.12,3.0,3.0,3.0,2
1992,Debit,ATM,52.0,Doctor,5121.36,3.0,3.0,3.0,2
1993,Debit,ATM,54.0,Engineer,8356.08,3.0,3.0,3.0,2
1994,Credit,ATM,25.0,Student,1299.4,1.0,1.0,1.0,1
1995,Debit,Online,57.0,Retired,6062.94,3.0,3.0,3.0,2
1996,Debit,ATM,67.0,Retired,7588.67,4.0,4.0,4.0,2
1997,Credit,Online,24.0,Student,125.84999999999998,1.0,1.0,1.0,1
1998,Credit,Branch,24.0,Student,7047.04,1.0,1.0,1.0,1
1999,Credit,ATM,41.0,Engineer,7927.2699999999995,2.0,2.0,2.0,3
2000,Debit,Online,26.0,Student,1769.06,1.0,1.0,1.0,1
2001,Debit,Online,30.0,Engineer,4575.98,1.0,1.0,1.0,0
2002,Debit,ATM,27.0,Engineer,9269.67,1.0,1.0,1.0,0
2003,Debit,ATM,59.0,Doctor,9749.46,3.0,3.0,3.0,2
2004,Debit,Online,19.0,Student,123.23999999999998,1.0,1.0,1.0,1
2005,Debit,Online,49.0,Engineer,4718.51,2.0,2.0,2.0,0
2006,Debit,Online,33.0,Engineer,7807.73,1.0,1.0,1.0,0
2007,Debit,ATM,64.0,Retired,7483.01,3.0,3.0,3.0,2
2008,Debit,Online,46.0,Engineer,8494.53,2.0,2.0,2.0,0
2009,Debit,Online,29.0,Engineer,8994.67,1.0,1.0,1.0,0
2010,Debit,Branch,39.0,Engineer,4576.78,2.0,2.0,2.0,0
2011,Debit,Branch,38.0,Engineer,5859.79,2.0,2.0,2.0,0
2012,Debit,Online,55.0,Engineer,2103.41,3.0,3.0,3.0,2
2013,Debit,ATM,20.0,Student,1046.66,1.0,1.0,1.0,1
2014,Credit,Online,47.0,Doctor,10536.54,2.0,2.0,2.0,3
2015,Debit,Branch,27.0,Engineer,4860.01,1.0,1.0,1.0,0
2016,Debit,Online,55.0,Engineer,9575.42,3.0,3.0,3.0,2
2017,Credit,Branch,50.0,Doctor,5453.4,3.0,3.0,3.0,3
2018,Credit,Online,18.0,Student,1545.64,1.0,1.0,1.0,1
2019,Debit,ATM,19.0,Student,1612.4,1.0,1.0,1.0,1
2020,Credit,Online,72.0,Retired,6151.05,4.0,4.0,4.0,3
2021,Debit,Branch,27.0,Student,852.1999999999999,1.0,1.0,1.0,1
2022,Debit,ATM,42.0,Doctor,9141.79,2.0,2.0,2.0,0
2023,Credit,Branch,43.0,Doctor,6425.99,2.0,2.0,2.0,3
2024,Debit,Online,26.0,Student,214.61,1.0,1.0,1.0,1
2025,Credit,Online,19.0,Student,229.02,1.0,1.0,1.0,1
2026,Debit,ATM,57.0,Retired,1793.09,3.0,3.0,3.0,2
2027,Debit,ATM,34.0,Engineer,4437.48,2.0,2.0,2.0,0
2028,Credit,Branch,58.0,Engineer,3641.06,3.0,3.0,3.0,3
2029,Credit,Branch,32.0,Doctor,11481.85,1.0,1.0,1.0,0
2030,Debit,Branch,48.0,Doctor,6708.65,2.0,2.0,2.0,0
2031,Debit,Online,22.0,Student,5491.55,1.0,1.0,1.0,1
2032,Debit,ATM,67.0,Doctor,9598.43,4.0,4.0,4.0,2
2033,Debit,Online,63.0,Doctor,14410.44,3.0,3.0,3.0,2
2034,Debit,Online,53.0,Doctor,9738.6,3.0,3.0,3.0,2
2035,Debit,Online,33.0,Doctor,749.3399999999999,1.0,1.0,1.0,0
2036,Debit,ATM,27.0,Student,1185.43,1.0,1.0,1.0,1
2037,Credit,ATM,26.0,Student,1584.6,1.0,1.0,1.0,1
2038,Credit,Online,71.0,Retired,1789.8,4.0,4.0,4.0,3
2039,Debit,Online,32.0,Doctor,14494.18,1.0,1.0,1.0,0
2040,Debit,Branch,38.0,Doctor,6368.32,2.0,2.0,2.0,0
2041,Debit,ATM,59.0,Retired,1137.13,3.0,3.0,3.0,2
2042,Debit,Online,34.0,Engineer,5143.8,2.0,2.0,2.0,0
2043,Debit,Online,49.0,Doctor,14021.4,2.0,2.0,2.0,0
2044,Credit,Online,25.0,Student,1400.04,1.0,1.0,1.0,1
2045,Debit,ATM,31.0,Doctor,11305.81,1.0,1.0,1.0,0
2046,Debit,Branch,52.0,Doctor,193.06,3.0,3.0,3.0,2
2047,Debit,ATM,42.0,Engineer,4468.12,2.0,2.0,2.0,0
2048,Debit,ATM,53.0,Doctor,1688.9,3.0,3.0,3.0,2
2049,Debit,ATM,43.0,Engineer,7574.449999999999,2.0,2.0,2.0,0
2050,Credit,Online,62.0,Retired,2637.55,3.0,3.0,3.0,3
2051,Debit,ATM,27.0,Student,445.21,1.0,1.0,1.0,1
2052,Debit,ATM,79.0,Retired,3488.77,4.0,4.0,4.0,2
2053,Debit,ATM,39.0,Engineer,7158.58,2.0,2.0,2.0,0
2054,Debit,ATM,23.0,Student,1597.51,1.0,1.0,1.0,1
2055,Credit,Branch,33.0,Engineer,4186.25,1.0,1.0,1.0,1
2056,Debit,Online,44.0,Engineer,6237.68,2.0,2.0,2.0,0
2057,Debit,ATM,43.0,Engineer,3449.35,2.0,2.0,2.0,0
2058,Credit,Online,29.0,Doctor,10235.19,1.0,1.0,1.0,0
2059,Debit,Branch,34.0,Engineer,8670.23,2.0,2.0,2.0,0
2060,Debit,ATM,63.0,Doctor,8198.0,3.0,3.0,3.0,2
2061,Debit,Online,39.0,Doctor,14466.38,2.0,2.0,2.0,0
2062,Debit,Branch,48.0,Engineer,5695.78,2.0,2.0,2.0,0
2063,Debit,ATM,31.0,Engineer,1220.86,1.0,1.0,1.0,0
2064,Debit,Online,51.0,Retired,6126.5,3.0,3.0,3.0,2
2065,Credit,Online,27.0,Student,411.78,1.0,1.0,1.0,1
2066,Debit,Online,68.0,Retired,4331.54,4.0,4.0,4.0,2
2067,Debit,ATM,40.0,Doctor,13948.09,2.0,2.0,2.0,0
2068,Debit,Online,25.0,Student,102.2,1.0,1.0,1.0,1
2069,Debit,Online,25.0,Student,1145.23,1.0,1.0,1.0,1
2070,Debit,ATM,26.0,Engineer,8704.27,1.0,1.0,1.0,0
2071,Debit,Branch,49.0,Doctor,135.96,2.0,2.0,2.0,0
2072,Debit,ATM,51.0,Retired,4597.57,3.0,3.0,3.0,2
2073,Debit,Branch,64.0,Doctor,1061.58,3.0,3.0,3.0,2
2074,Debit,Online,36.0,Engineer,9238.08,2.0,2.0,2.0,0
2075,Debit,Branch,66.0,Doctor,13330.74,4.0,4.0,4.0,2
2076,Credit,Online,26.0,Student,341.24,1.0,1.0,1.0,1
2077,Debit,ATM,36.0,Doctor,7044.63,2.0,2.0,2.0,0
2078,Debit,ATM,30.0,Engineer,9281.85,1.0,1.0,1.0,0
2079,Credit,ATM,56.0,Doctor,8639.36,3.0,3.0,3.0,3
2080,Credit,Branch,28.0,Engineer,4957.57,1.0,1.0,1.0,1
2081,Debit,ATM,62.0,Doctor,11796.66,3.0,3.0,3.0,2
2082,Debit,Branch,59.0,Engineer,7306.79,3.0,3.0,3.0,2
2083,Debit,Online,27.0,Student,3157.75,1.0,1.0,1.0,1
2084,Debit,Online,46.0,Engineer,1019.7699999999999,2.0,2.0,2.0,0
2085,Credit,Online,50.0,Doctor,12272.78,3.0,3.0,3.0,3
2086,Debit,ATM,60.0,Retired,4150.63,3.0,3.0,3.0,2
2087,Debit,Branch,21.0,Student,1204.11,1.0,1.0,1.0,1
2088,Debit,ATM,61.0,Retired,1892.9999999999998,3.0,3.0,3.0,2
2089,Debit,ATM,26.0,Student,1059.62,1.0,1.0,1.0,1
2090,Debit,Online,67.0,Doctor,990.7399999999999,4.0,4.0,4.0,2
2091,Debit,Branch,60.0,Retired,7375.59,3.0,3.0,3.0,2
2092,Credit,ATM,52.0,Engineer,9403.12,3.0,3.0,3.0,3
2093,Debit,Online,36.0,Doctor,5798.92,2.0,2.0,2.0,0
2094,Debit,Branch,40.0,Engineer,5434.64,2.0,2.0,2.0,0
2095,Debit,ATM,48.0,Doctor,9100.81,2.0,2.0,2.0,0
2096,Debit,ATM,47.0,Engineer,4750.96,2.0,2.0,2.0,0
2097,Debit,Online,33.0,Engineer,8434.99,1.0,1.0,1.0,0
2098,Debit,Online,20.0,Student,1569.75,1.0,1.0,1.0,1
2099,Debit,Online,27.0,Student,1100.64,1.0,1.0,1.0,1
2100,Debit,Online,77.0,Retired,2272.17,4.0,4.0,4.0,2
2101,Debit,Online,31.0,Engineer,2287.93,1.0,1.0,1.0,0
2102,Debit,Branch,64.0,Retired,7104.83,3.0,3.0,3.0,2
2103,Debit,Branch,31.0,Doctor,13265.92,1.0,1.0,1.0,0
2104,Debit,ATM,39.0,Doctor,8292.75,2.0,2.0,2.0,0
2105,Debit,Branch,23.0,Student,651.8399999999999,1.0,1.0,1.0,1
2106,Debit,ATM,45.0,Engineer,7977.78,2.0,2.0,2.0,0
2107,Debit,Branch,71.0,Retired,4710.21,4.0,4.0,4.0,2
2108,Credit,Branch,42.0,Doctor,6308.07,2.0,2.0,2.0,3
2109,Credit,Branch,61.0,Doctor,7009.54,3.0,3.0,3.0,3
2110,Debit,ATM,19.0,Student,1973.63,1.0,1.0,1.0,1
2111,Debit,ATM,64.0,Retired,2304.56,3.0,3.0,3.0,2
2112,Credit,Branch,48.0,Engineer,6087.24,2.0,2.0,2.0,3
2113,Debit,ATM,77.0,Retired,3869.3699999999994,4.0,4.0,4.0,2
2114,Credit,Branch,40.0,Doctor,11147.34,2.0,2.0,2.0,3
2115,Debit,Branch,51.0,Retired,2202.21,3.0,3.0,3.0,2
2116,Debit,ATM,67.0,Retired,5897.29,4.0,4.0,4.0,2
2117,Debit,Branch,57.0,Engineer,3278.65,3.0,3.0,3.0,2
2118,Debit,ATM,77.0,Retired,1441.86,4.0,4.0,4.0,2
2119,Debit,Branch,32.0,Doctor,7253.22,1.0,1.0,1.0,0
2120,Debit,Branch,33.0,Doctor,8795.37,1.0,1.0,1.0,0
2121,Debit,Branch,45.0,Engineer,6949.21,2.0,2.0,2.0,0
2122,Credit,Branch,23.0,Student,792.33,1.0,1.0,1.0,1
2123,Debit,Branch,29.0,Doctor,9668.78,1.0,1.0,1.0,0
2124,Debit,Branch,27.0,Student,1381.75,1.0,1.0,1.0,1
2125,Debit,Online,66.0,Retired,4226.26,4.0,4.0,4.0,2
2126,Debit,Branch,18.0,Student,1137.89,1.0,1.0,1.0,1
2127,Debit,Branch,69.0,Doctor,7885.209999999999,4.0,4.0,4.0,2
2128,Credit,ATM,54.0,Retired,3679.64,3.0,3.0,3.0,3
2129,Debit,ATM,51.0,Retired,3479.56,3.0,3.0,3.0,2
2130,Debit,Branch,22.0,Student,664.9299999999998,1.0,1.0,1.0,1
2131,Credit,Branch,69.0,Doctor,624.0899999999999,4.0,4.0,4.0,3
2132,Debit,ATM,74.0,Retired,3254.56,4.0,4.0,4.0,2
2133,Debit,Branch,18.0,Student,678.8299999999999,1.0,1.0,1.0,1
2134,Debit,Online,59.0,Doctor,14852.42,3.0,3.0,3.0,2
2135,Debit,ATM,26.0,Student,5705.4,1.0,1.0,1.0,1
2136,Debit,Branch,25.0,Student,1846.85,1.0,1.0,1.0,1
2137,Debit,Branch,25.0,Student,677.7899999999998,1.0,1.0,1.0,1
2138,Debit,Branch,31.0,Engineer,2810.37,1.0,1.0,1.0,0
2139,Debit,Online,24.0,Student,1188.95,1.0,1.0,1.0,1
2140,Debit,ATM,43.0,Doctor,8374.38,2.0,2.0,2.0,0
2141,Debit,Branch,42.0,Engineer,4298.13,2.0,2.0,2.0,0
2142,Credit,Online,22.0,Student,514.88,1.0,1.0,1.0,1
2143,Debit,ATM,42.0,Doctor,10501.53,2.0,2.0,2.0,0
2144,Debit,ATM,47.0,Engineer,3293.06,2.0,2.0,2.0,0
2145,Credit,Online,26.0,Student,9700.9,1.0,1.0,1.0,1
2146,Debit,ATM,28.0,Student,1052.27,1.0,1.0,1.0,1
2147,Credit,Online,42.0,Engineer,8375.16,2.0,2.0,2.0,3
2148,Debit,ATM,55.0,Doctor,10135.88,3.0,3.0,3.0,2
2149,Debit,Branch,25.0,Student,225.53,1.0,1.0,1.0,1
2150,Debit,ATM,70.0,Retired,1477.63,4.0,4.0,4.0,2
2151,Debit,Branch,26.0,Student,8932.39,1.0,1.0,1.0,1
2152,Credit,Online,64.0,Retired,1006.12,3.0,3.0,3.0,3
2153,Debit,Branch,41.0,Engineer,7516.560000000001,2.0,2.0,2.0,0
2154,Debit,Branch,58.0,Retired,7447.44,3.0,3.0,3.0,2
2155,Credit,ATM,23.0,Student,620.28,1.0,1.0,1.0,1
2156,Debit,ATM,21.0,Student,707.95,1.0,1.0,1.0,1
2157,Credit,ATM,46.0,Doctor,8586.38,2.0,2.0,2.0,3
2158,Debit,Branch,51.0,Doctor,6076.45,3.0,3.0,3.0,2
2159,Debit,ATM,22.0,Student,793.6299999999999,1.0,1.0,1.0,1
2160,Debit,Branch,29.0,Doctor,6258.63,1.0,1.0,1.0,0
2161,Debit,ATM,26.0,Student,544.56,1.0,1.0,1.0,1
2162,Debit,ATM,19.0,Student,151.28,1.0,1.0,1.0,1
2163,Debit,ATM,42.0,Engineer,844.5499999999998,2.0,2.0,2.0,0
2164,Debit,Branch,60.0,Retired,7417.69,3.0,3.0,3.0,2
2165,Credit,Branch,57.0,Doctor,1029.09,3.0,3.0,3.0,3
2166,Debit,Online,28.0,Student,899.5199999999999,1.0,1.0,1.0,1
2167,Credit,ATM,28.0,Student,586.76,1.0,1.0,1.0,1
2168,Credit,Branch,19.0,Student,129.79,1.0,1.0,1.0,1
2169,Credit,Online,47.0,Doctor,10548.58,2.0,2.0,2.0,3
2170,Debit,Online,74.0,Retired,4384.95,4.0,4.0,4.0,2
2171,Debit,ATM,26.0,Student,1429.61,1.0,1.0,1.0,1
2172,Debit,Online,29.0,Engineer,5019.68,1.0,1.0,1.0,0
2173,Credit,Branch,60.0,Engineer,8274.77,3.0,3.0,3.0,3
2174,Debit,Branch,21.0,Student,935.8800000000001,1.0,1.0,1.0,1
2175,Debit,Online,30.0,Doctor,11584.32,1.0,1.0,1.0,0
2176,Debit,ATM,19.0,Student,1642.34,1.0,1.0,1.0,1
2177,Debit,ATM,36.0,Engineer,6481.35,2.0,2.0,2.0,0
2178,Debit,Online,37.0,Doctor,5619.91,2.0,2.0,2.0,0
2179,Debit,Online,27.0,Student,1661.1,1.0,1.0,1.0,1
2180,Credit,Branch,53.0,Engineer,2958.43,3.0,3.0,3.0,3
2181,Debit,Online,67.0,Retired,6683.31,4.0,4.0,4.0,2
2182,Debit,Branch,57.0,Doctor,12470.62,3.0,3.0,3.0,2
2183,Debit,Branch,38.0,Doctor,5184.13,2.0,2.0,2.0,0
2184,Debit,Online,26.0,Student,165.75,1.0,1.0,1.0,1
2185,Credit,Online,27.0,Student,4846.68,1.0,1.0,1.0,1
2186,Debit,ATM,25.0,Student,1697.58,1.0,1.0,1.0,1
2187,Credit,ATM,63.0,Retired,3896.08,3.0,3.0,3.0,3
2188,Debit,ATM,74.0,Retired,3651.07,4.0,4.0,4.0,2
2189,Debit,ATM,51.0,Engineer,4480.43,3.0,3.0,3.0,2
2190,Debit,ATM,47.0,Doctor,667.6599999999999,2.0,2.0,2.0,0
2191,Debit,Branch,43.0,Engineer,5595.22,2.0,2.0,2.0,0
2192,Credit,Online,58.0,Doctor,12709.58,3.0,3.0,3.0,3
2193,Debit,Branch,30.0,Engineer,6570.94,1.0,1.0,1.0,0
2194,Debit,Branch,45.0,Doctor,8892.62,2.0,2.0,2.0,0
2195,Debit,Branch,68.0,Doctor,11729.51,4.0,4.0,4.0,2
2196,Debit,Branch,35.0,Doctor,12104.51,2.0,2.0,2.0,0
2197,Debit,Online,52.0,Retired,3495.51,3.0,3.0,3.0,2
2198,Credit,Online,68.0,Doctor,7855.01,4.0,4.0,4.0,3
2199,Debit,Online,35.0,Engineer,8843.44,2.0,2.0,2.0,0
2200,Credit,Online,67.0,Retired,7932.509999999999,4.0,4.0,4.0,3
2201,Debit,Online,69.0,Retired,4710.04,4.0,4.0,4.0,2
2202,Debit,Branch,57.0,Engineer,7310.83,3.0,3.0,3.0,2
2203,Debit,Branch,23.0,Student,1879.8200000000002,1.0,1.0,1.0,1
2204,Debit,ATM,47.0,Doctor,13899.24,2.0,2.0,2.0,0
2205,Credit,Branch,61.0,Doctor,12613.25,3.0,3.0,3.0,3
2206,Credit,Online,24.0,Student,765.1499999999999,1.0,1.0,1.0,1
2207,Debit,ATM,55.0,Engineer,7794.84,3.0,3.0,3.0,2
2208,Debit,Branch,43.0,Doctor,7541.160000000001,2.0,2.0,2.0,0
2209,Debit,Online,46.0,Engineer,8356.88,2.0,2.0,2.0,0
2210,Debit,ATM,72.0,Retired,1445.47,4.0,4.0,4.0,2
2211,Debit,Branch,27.0,Student,1696.15,1.0,1.0,1.0,1
